## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
18	했다.	하 였 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00168_wikitree	경찰은 이 차량의 차적을 조회해 이모(26·여)씨가 친구 3명과 밤새 놀다가 자신의 차량에 이들을 태워 황령산 정상으로 간 사실을 확인했다.
1	경찰은	경찰 은	NNG+JX	5	NP_SBJ
2	이	이	MMD	3	DP
3	차량의	차량 의	NNG+JKG	4	NP_MOD
4	차적을	차적 을	NNG+JKO	5	NP_OBJ
5	조회해	조회 하 여	NNG+XSV+EC	19	VP
6	이모(26·여)씨가	이 모 ( 26 · 여 ) 씨 가	NNP+NP+SS+SN+SP+NNG+SS+NNB+JKS	10	NP_SBJ
7	친구	친구	NNG	8	NP
8	3명과	3 명 과	SN+NNB+JKB	10	NP_AJT
9	밤새	밤새	NNG	10	NP_AJT
10	놀다가	놀 다가	VV+EC	14	VP
11	자신의	자신 의	NNG+JKG	12	NP_MOD
12	차량에	차량 에	NNG+JKB	14	NP_AJT
13	이들을	이 들 을	NP+XSN+JKO	14	NP_OBJ
14	태워	태우 어	VV+EC	17	VP
15	황령산	황령산	NNP	16	NP
16	정상으로	정상 으로	NNG+JKB	17	NP_AJT
17	간	가 ㄴ	VV+ETM	18	VP_MOD
18	사실을	사실 을	NNG+JKO	19	NP_OBJ
19	확인했다.	확인 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00169_wikitree	내선순환 승강장은 지상역의 형태를 띄고 있으며, 외선순환 승강장은 지하역 형태를 띄고 있다.
1	내선순환	내선 순환	NNG+NNG	2	NP
2	승강장은	승강장 은	NNG+JX	5	NP_SBJ
3	지상역의	지상 역 의	NNG+NNG+JKG	4	NP_MOD
4	형태를	형태 를	NNG+JKO	5	NP_OBJ
5	띄고	띄 고	VV+EC	6	VP
6	있으며,	있 으며 ,	VX+EC+SP	11	VP
7	외선순환	외선 순환	NNG+NNG	8	NP
8	승강장은	승강장 은	NNG+JX	11	NP_SBJ
9	지하역	지하 역	NNG+NNG	10	NP
10	형태를	형태 를	NNG+JKO	11	NP_OBJ
11	띄고	띄 고	VV+EC	12	VP
12	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00170_wikitree	2일 가수 아이유 공식 팬카페인 '유애나'에 '2015 아이유 캘린더'에 수록 예정인 이미지가 공개됐다.
1	2일	2 일	SN+NNB	13	NP_AJT
2	가수	가수	NNG	3	NP
3	아이유	아이유	NNP	5	NP
4	공식	공식	NNG	5	NP
5	팬카페인	팬카페 이 ㄴ	NNG+VCP+ETM	6	VNP_MOD
6	'유애나'에	' 유애나 ' 에	SS+NNP+SS+JKB	13	NP_AJT
7	'2015	' 2015	SS+SN	9	NP
8	아이유	아이유	NNP	9	NP
9	캘린더'에	캘린더 ' 에	NNG+SS+JKB	11	NP_AJT
10	수록	수록	NNG	11	NP
11	예정인	예정 이 ㄴ	NNG+VCP+ETM	12	VNP_MOD
12	이미지가	이미지 가	NNG+JKS	13	NP_SBJ
13	공개됐다.	공개 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00171_wikitree	특히 부모가 바로 어린이집 정보를 확인할 수 있도록 기본현황과 추가 보육료, CCTV 설치 현황은 수시로 공시하고 특별활동 과목·운영시간·비용 및 급식 식단표는 매달 알리도록 했다.
1	특히	특히	MAG	23	AP
2	부모가	부모 가	NNG+JKS	6	NP_SBJ
3	바로	바로	MAG	6	AP
4	어린이집	어린이 집	NNG+NNG	5	NP
5	정보를	정보 를	NNG+JKO	6	NP_OBJ
6	확인할	확인 하 ㄹ	NNG+XSV+ETM	7	VP_MOD
7	수	수	NNB	8	NP_SBJ
8	있도록	있 도록	VV+EC	16	VP
9	기본현황과	기본 현황 과	NNG+NNG+JC	14	NP_CNJ
10	추가	추가	NNG	11	NP
11	보육료,	보육료 ,	NNG+SP	14	NP_CNJ
12	CCTV	CCTV	SL	13	NP
13	설치	설치	NNG	14	NP
14	현황은	현황 은	NNG+JX	16	NP_OBJ
15	수시로	수시로	MAG	16	AP
16	공시하고	공시 하 고	NNG+XSV+EC	23	VP
17	특별활동	특별 활동	NNG+NNG	18	NP
18	과목·운영시간·비용	과목 · 운영 시간 · 비용	NNG+SP+NNG+NNG+SP+NNG	21	NP_CNJ
19	및	및	MAG	21	AP
20	급식	급식	NNG	21	NP
21	식단표는	식단표 는	NNG+JX	23	NP_OBJ
22	매달	매달	NNG	23	NP_AJT
23	알리도록	알리 도록	VV+EC	24	VP
24	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00172_wikitree	윤여준 전 환경부 장관이 무소속 안철수 의원 측의 신당 창당준비기구인 '새정치추진위원회(새정추)'에 합류할 것으로 4일 알려졌다.
1	윤여준	윤여준	NNP	4	NP
2	전	전	MMD	4	DP
3	환경부	환경부	NNG	4	NP
4	장관이	장관 이	NNG+JKS	12	NP_SBJ
5	무소속	무 소속	XPN+NNG	7	NP
6	안철수	안철수	NNP	7	NP
7	의원	의원	NNG	8	NP
8	측의	측 의	NNB+JKG	10	NP_MOD
9	신당	신 당	XPN+NNG	10	NP
10	창당준비기구인	창당 준비 기구 이 ㄴ	NNG+NNG+NNG+VCP+ETM	11	VNP_MOD
11	'새정치추진위원회(새정추)'에	' 새정치추진위원회 ( 새정추 ) ' 에	SS+NNP+SS+NNP+SS+SS+JKB	12	NP_AJT
12	합류할	합류 하 ㄹ	NNG+XSV+ETM	13	VP_MOD
13	것으로	것 으로	NNB+JKB	15	NP_AJT
14	4일	4 일	SN+NNB	15	NP_AJT
15	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00173_wikitree	2013 세계피겨스케이팅 선수권대회에서 우승을 차지한 김연아의 '갈라쇼’ 장면이 담긴 풀영상이다.
1	2013	2013	SN	3	NP
2	세계피겨스케이팅	세계 피겨 스케이팅	NNG+NNG+NNG	3	NP
3	선수권대회에서	선수 권 대회 에서	NNG+XSN+NNG+JKB	5	NP_AJT
4	우승을	우승 을	NNG+JKO	5	NP_OBJ
5	차지한	차지 하 ㄴ	NNG+XSV+ETM	6	VP_MOD
6	김연아의	김연아 의	NNP+JKG	7	NP_MOD
7	'갈라쇼’	' 갈라쇼 ’	SS+NNG+SS	8	NP
8	장면이	장면 이	NNG+JKS	9	NP_SBJ
9	담긴	담기 ㄴ	VV+ETM	10	VP_MOD
10	풀영상이다.	풀영상 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00174_wikitree	18일 부산외대에 따르면 이번 행사는 대학 당국과 학생회가 공동으로 열던 예년과 달리 총학생회 단독으로 주관했다.
1	18일	18 일	SN+NNB	3	NP_AJT
2	부산외대에	부산외대 에	NNP+JKB	3	NP_AJT
3	따르면	따르 면	VV+EC	15	VP
4	이번	이 번	MMD+NNB	5	NP
5	행사는	행사 는	NNG+JX	15	NP_SBJ
6	대학	대학	NNG	7	NP
7	당국과	당국 과	NNG+JC	8	NP_CNJ
8	학생회가	학생회 가	NNG+JKS	10	NP_SBJ
9	공동으로	공동 으로	NNG+JKB	10	NP_AJT
10	열던	열 던	VV+ETM	11	VP_MOD
11	예년과	예년 과	NNG+JKB	12	NP_AJT
12	달리	달리	MAG	15	AP
13	총학생회	총학생회	NNG	14	NP
14	단독으로	단독 으로	NNG+JKB	15	NP_AJT
15	주관했다.	주관 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00175_wikitree	특히 이영애는 이번 화보 촬영에서 그간의 단아하고 심플한 이미지와는 전혀 다른 색다른 모습을 선보였다.
1	특히	특히	MAG	14	AP
2	이영애는	이영애 는	NNP+JX	14	NP_SBJ
3	이번	이번	NNG	5	NP
4	화보	화보	NNG	5	NP
5	촬영에서	촬영 에서	NNG+JKB	14	NP_AJT
6	그간의	그간 의	NNG+JKG	9	NP_MOD
7	단아하고	단아하 고	VA+EC	8	VP
8	심플한	심플 하 ㄴ	NNG+XSV+ETM	9	VP_MOD
9	이미지와는	이미지 와 는	NNG+JKB+JX	11	NP_AJT
10	전혀	전혀	MAG	11	AP
11	다른	다른	MMD	13	VP_MOD
12	색다른	색 다르 ㄴ	NNG+VA+ETM	13	VP_MOD
13	모습을	모습 을	NNG+JKO	14	NP_OBJ
14	선보였다.	선 보이 었 다 .	NNG+VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00176_wikitree	KIA는 필의 성실한 태도와 한국 야구에 적응한 점을 높게 평가했다.
1	KIA는	KIA 는	SL+JX	10	NP_SBJ
2	필의	필 의	NNP+JKG	8	NP_MOD
3	성실한	성실 하 ㄴ	NNG+XSA+ETM	4	VP_MOD
4	태도와	태도 와	NNG+JC	8	NP_CNJ
5	한국	한국	NNP	6	NP
6	야구에	야구 에	NNG+JKB	7	NP_AJT
7	적응한	적응 하 ㄴ	NNG+XSV+ETM	8	VP_MOD
8	점을	점 을	NNG+JKO	10	NP_OBJ
9	높게	높 게	VA+EC	10	VP_AJT
10	평가했다.	평가 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00177_wikitree	민주당은 4대강 사업에 대한 국정조사를 요구하고 있으나 새누리당은 부정적인 입장을 보이고 있다.
1	민주당은	민주당 은	NNP+JX	6	NP_SBJ
2	4대강	4 대 강	SN+NNB+NNG	3	NP
3	사업에	사업 에	NNG+JKB	4	NP_AJT
4	대한	대하 ㄴ	VV+ETM	5	VP_MOD
5	국정조사를	국정 조사 를	NNG+NNG+JKO	6	NP_OBJ
6	요구하고	요구 하 고	NNG+XSV+EC	7	VP
7	있으나	있 으나	VX+EC	11	VP
8	새누리당은	새누리당 은	NNP+JX	11	NP_SBJ
9	부정적인	부정 적 이 ㄴ	NNG+XSN+VCP+ETM	10	VNP_MOD
10	입장을	입장 을	NNG+JKO	11	NP_OBJ
11	보이고	보이 고	VV+EC	12	VP
12	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00178_wikitree	다만 눈 또는 비 때문에 평년보다 낮은 기온을 보이면서 추위가 이어지겠다.
1	다만	다만	MAG	11	AP
2	눈	눈	NNG	4	NP_CNJ
3	또는	또는	MAG	4	AP
4	비	비	NNG	5	NP
5	때문에	때문 에	NNB+JKB	9	NP_AJT
6	평년보다	평년 보다	NNG+JKB	7	NP_AJT
7	낮은	낮 은	VA+ETM	8	VP_MOD
8	기온을	기온 을	NNG+JKO	9	NP_OBJ
9	보이면서	보이 면서	VV+EC	11	VP
10	추위가	추위 가	NNG+JKS	11	NP_SBJ
11	이어지겠다.	잇 어 지 겠 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00179_wikitree	아이폰 5S는 지문인식 기능을 탑재하고, 내장 카메라 성능을 개량할 것으로 알려졌다.
1	아이폰	아이폰	NNG	2	NP
2	5S는	5 S 는	SN+SL+JX	11	NP_SBJ
3	지문인식	지문 인식	NNG+NNG	4	NP
4	기능을	기능 을	NNG+JKO	5	NP_OBJ
5	탑재하고,	탑재 하 고 ,	NNG+XSV+EC+SP	9	VP
6	내장	내장	NNG	7	NP
7	카메라	카메라	NNG	8	NP
8	성능을	성능 을	NNG+JKO	9	NP_OBJ
9	개량할	개량 하 ㄹ	NNG+XSV+ETM	10	VP_MOD
10	것으로	것 으로	NNB+JKB	11	NP_AJT
11	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00180_wikitree	논란이 됐던 강연료 수입의 경우 클린턴 전 장관은 2013년에만 36차례의 연설로 850만 달러(약 99억6천만원)를 벌어들였고, 클린턴 전 대통령도 같은 기간 41차례 연설에 나서 최소 1천300만 달러(약 152억원)를 벌었다.
1	논란이	논란 이	NNG+JKC	2	NP_CMP
2	됐던	되 었 던	VV+EP+ETM	4	VP_MOD
3	강연료	강연료	NNG	4	NP
4	수입의	수입 의	NNG+JKG	5	NP_MOD
5	경우	경우	NNG	15	NP_AJT
6	클린턴	클린턴	NNP	8	NP
7	전	전	MMD	8	DP
8	장관은	장관 은	NNG+JX	15	NP_SBJ
9	2013년에만	2013 년 에 만	SN+NNB+JKB+JX	15	NP_AJT
10	36차례의	36 차례 의	SN+NNG+JKG	11	NP_MOD
11	연설로	연설 로	NNG+JKB	15	NP_AJT
12	850만	850 만	SN+NR	13	NP
13	달러(약	달러 ( 약	NNB+SS+MMA	14	DP
14	99억6천만원)를	99 억 6 천만 원 ) 를	SN+NR+SN+NR+NNB+SS+JKO	15	X_OBJ
15	벌어들였고,	벌 어 들이 었 고 ,	VV+EC+VV+EP+EC+SP	23	VP
16	클린턴	클린턴	NNP	18	NP
17	전	전	MMD	18	DP
18	대통령도	대통령 도	NNG+JX	23	NP_SBJ
19	같은	같 은	VA+ETM	20	VP_MOD
20	기간	기간	NNG	23	NP_AJT
21	41차례	41 차례	SN+NNG	22	NP
22	연설에	연설 에	NNG+JKB	23	NP_AJT
23	나서	나 아서	VV+EC	28	VP
24	최소	최소	NNG	26	AP
25	1천300만	1 천 300 만	SN+NR+SN+NR	26	NP
26	달러(약	달러 ( 약	NNB+SS+MMA	27	DP
27	152억원)를	152 억 원 ) 를	SN+NR+NNB+SS+JKO	28	X_OBJ
28	벌었다.	벌 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00181_wikitree	김아랑이 13일 오후(한국시각) 열린 소치올림픽 쇼트트랙 여자 500m 준준결승 3조 경기에서 43.673의 기록을 나타냈지만 준결승에 진출하지 못했다.
1	김아랑이	김아랑 이	NNP+JKS	14	NP_SBJ
2	13일	13 일	SN+NNB	3	NP
3	오후(한국시각)	오후 ( 한국 시각 )	NNG+SS+NNP+NNG+SS	4	NP_AJT
4	열린	열리 ㄴ	VV+ETM	11	VP_MOD
5	소치올림픽	소치올림픽	NNP	6	NP
6	쇼트트랙	쇼트트랙	NNG	9	NP
7	여자	여자	NNG	8	NP
8	500m	500 m	SN+SW	9	NP
9	준준결승	준 준 결승	XPN+XPN+NNG	11	NP
10	3조	3 조	SN+NNB	11	NP
11	경기에서	경기 에서	NNG+JKB	14	NP_AJT
12	43.673의	43 . 673 의	SN+SF+SN+JKG	13	NP_MOD
13	기록을	기록 을	NNG+JKO	14	NP_OBJ
14	나타냈지만	나타내 었 지만	VV+EP+EC	16	VP
15	준결승에	준 결승 에	XPN+NNG+JKB	16	NP_AJT
16	진출하지	진출 하 지	NNG+XSV+EC	17	VP
17	못했다.	못 하 였 다 .	MAG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00182_wikitree	앞서 블룸버그 통신과 로이터 통신은 오는 20일 호주 멜버른에서 개막하는 국제에이즈학회 회의에 참석하기 위해 에이즈 전문가 100여명이 사고기에 탑승했다고 보도했다.
1	앞서	앞서	MAG	20	AP
2	블룸버그	블룸버그	NNP	3	NP
3	통신과	통신 과	NNG+JC	5	NP_CNJ
4	로이터	로이터	NNP	5	NP
5	통신은	통신 은	NNG+JX	20	NP_SBJ
6	오는	오 는	VV+ETM	7	VP_MOD
7	20일	20 일	SN+NNB	10	NP_AJT
8	호주	호주	NNP	9	NP
9	멜버른에서	멜버른 에서	NNP+JKB	10	NP_AJT
10	개막하는	개막 하 는	NNG+XSV+ETM	12	VP_MOD
11	국제에이즈학회	국제에이즈학회	NNP	12	NP
12	회의에	회의 에	NNG+JKB	13	NP_AJT
13	참석하기	참석 하 기	NNG+XSV+ETN	14	VP_OBJ
14	위해	위하 여	VV+EC	19	VP
15	에이즈	에이즈	NNG	16	NP
16	전문가	전문가	NNG	17	NP
17	100여명이	100 여 명 이	SN+XSN+NNB+JKS	19	NP_SBJ
18	사고기에	사고기 에	NNG+JKB	19	NP_AJT
19	탑승했다고	탑승 하 였 다고	NNG+XSV+EP+EC	20	VP_CMP
20	보도했다.	보도 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00183_wikitree	사고 헬기는 대규모 아파트 단지와 학교 바로 옆 도로에 추락했으나 대형 인명 피해로 이어지지 않았다.
1	사고	사고	NNG	2	NP
2	헬기는	헬기 는	NNG+JX	14	NP_SBJ
3	대규모	대 규모	XPN+NNG	4	NP
4	아파트	아파트	NNG	5	NP
5	단지와	단지 와	NNG+JC	9	NP_CNJ
6	학교	학교	NNG	8	NP
7	바로	바로	MAG	8	AP
8	옆	옆	NNG	9	NP
9	도로에	도로 에	NNG+JKB	10	NP_AJT
10	추락했으나	추락 하 였 으나	NNG+XSV+EP+EC	14	VP
11	대형	대형	NNG	13	NP
12	인명	인명	NNG	13	NP
13	피해로	피해 로	NNG+JKB	14	NP_AJT
14	이어지지	잇 어 지 지	VV+EC+VX+EC	15	VP
15	않았다.	않 았 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00184_wikitree	윤은혜 씨는 디자이너 윤춘호 씨가 운영하는 '아르케' 의상 표절 의혹 후, 소속사로 한 차례 입장 발표를 한 상태다.
1	윤은혜	윤은혜	NNP	2	NP
2	씨는	씨 는	NNB+JX	17	NP_SBJ
3	디자이너	디자이너	NNG	4	NP
4	윤춘호	윤춘호	NNP	5	NP
5	씨가	씨 가	NNB+JKS	6	NP_SBJ
6	운영하는	운영 하 는	NNG+XSV+ETM	7	VP_MOD
7	'아르케'	' 아르케 '	SS+NNP+SS	8	NP
8	의상	의상	NNG	9	NP
9	표절	표절	NNG	10	NP
10	의혹	의혹	NNG	11	NP
11	후,	후 ,	NNG+SP	17	NP_AJT
12	소속사로	소속사 로	NNG+JKB	17	NP_AJT
13	한	한	MMN	14	DP
14	차례	차례	NNG	17	NP_OBJ
15	입장	입장	NNG	16	NP
16	발표를	발표 를	NNG+JKO	17	NP_OBJ
17	한	하 ㄴ	VV+ETM	18	VP_MOD
18	상태다.	상태 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00185_wikitree	현재 일부 실종자 가족은 잠시 안산으로 돌아간 상태며 진도에는 아직 일부 실종자 가족이 남아 있다.
1	현재	현재	MAG	8	AP
2	일부	일부	NNG	3	NP
3	실종자	실종자	NNG	4	NP
4	가족은	가족 은	NNG+JX	8	NP_SBJ
5	잠시	잠시	MAG	7	AP
6	안산으로	안산 으로	NNP+JKB	7	NP_AJT
7	돌아간	돌 아 가 ㄴ	VV+EC+VX+ETM	8	VP_MOD
8	상태며	상태 이 며	NNG+VCP+EC	14	VNP
9	진도에는	진도 에 는	NNP+JKB+JX	14	NP_AJT
10	아직	아직	MAG	14	AP
11	일부	일부	NNG	13	NP
12	실종자	실종자	NNG	13	NP
13	가족이	가족 이	NNG+JKS	14	NP_SBJ
14	남아	남 아	VV+EC	15	VP
15	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00186_wikitree	하지만 이날 스타뉴스는 라 씨가 일방적으로 맞은 것이 아닌 쌍방 폭행 혐의로 검찰에 송치됐다고 보도했다.
1	하지만	하지만	MAJ	15	AP
2	이날	이날	NNG	15	NP_AJT
3	스타뉴스는	스타뉴스 는	NNP+JX	15	NP_SBJ
4	라	라	NNP	5	NP
5	씨가	씨 가	NNB+JKS	14	NP_SBJ
6	일방적으로	일방 적 으로	NNG+XSN+JKB	7	NP_AJT
7	맞은	맞 은	VV+ETM	8	VP_MOD
8	것이	것 이	NNB+JKC	9	NP_CMP
9	아닌	아니 ㄴ	VCN+ETM	12	VP_MOD
10	쌍방	쌍방	NNG	11	NP
11	폭행	폭행	NNG	12	NP
12	혐의로	혐의 로	NNG+JKB	14	NP_AJT
13	검찰에	검찰 에	NNG+JKB	14	NP_AJT
14	송치됐다고	송치 되 었 다고	NNG+XSV+EP+EC	15	VP_CMP
15	보도했다.	보도 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00187_wikitree	일부 영향력 있는 인사들의 몸값도 천정부지로 치솟고 있다.
1	일부	일부	NNG	4	NP
2	영향력	영향력	NNG	3	NP_SBJ
3	있는	있 는	VV+ETM	4	VP_MOD
4	인사들의	인사 들 의	NNG+XSN+JKG	5	NP_MOD
5	몸값도	몸 값 도	NNG+NNG+JX	7	NP_SBJ
6	천정부지로	천정부지 로	NNG+JKB	7	NP_AJT
7	치솟고	치솟 고	VV+EC	8	VP
8	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00188_wikitree	이처럼 인기있는 편의점 전용 먹거리 11선을 모아봤다.
1	이처럼	이 처럼	NP+JKB	2	NP_AJT
2	인기있는	인기 있 는	NNG+VV+ETM	6	VP_MOD
3	편의점	편의점	NNG	4	NP
4	전용	전용	NNG	6	NP
5	먹거리	먹거리	NNG	6	NP
6	11선을	11 선 을	SN+NNG+JKO	7	NP_OBJ
7	모아봤다.	모으 아 보 았 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00189_wikitree	중국 온라인에서 주미 중국대사관 입구에 씌어진 중국어 낙서가 논란을 일으켰다고 11일 중국청년넷(中國青年網)이 전했다.
1	중국	중국	NNP	2	NP
2	온라인에서	온라인 에서	NNG+JKB	10	NP_AJT
3	주미	주미	NNG	4	NP
4	중국대사관	중국 대사관	NNP+NNG	5	NP
5	입구에	입구 에	NNG+JKB	6	NP_AJT
6	씌어진	씌 어 지 ㄴ	VV+EC+VX+ETM	8	VP_MOD
7	중국어	중국어	NNG	8	NP
8	낙서가	낙서 가	NNG+JKS	10	NP_SBJ
9	논란을	논란 을	NNG+JKO	10	NP_OBJ
10	일으켰다고	일으키 었 다고	VV+EP+EC	13	VP_CMP
11	11일	11 일	SN+NNB	13	NP_AJT
12	중국청년넷(中國青年網)이	중국청년넷 ( 中國青年網 ) 이	NNP+SS+SH+SS+JKS	13	NP_SBJ
13	전했다.	전하 였 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00190_wikitree	이어 17일 '국회 정보위원회의 제도개선 방안과 국정원 예산의 민주적 통제방안' 공청회에서는 동국대 한희원 교수와 뉴데일리 박성현 주필(여당 추천), 아주대 오동석 교수와 건국대 한상희 교수(야당 추천)가 각각 주제 발표자로 나선다.
1	이어	이어	MAG	29	AP
2	17일	17 일	SN+NNB	29	NP_AJT
3	'국회	' 국회	SS+NNG	4	NP
4	정보위원회의	정보 위원회 의	NNG+NNG+JKG	6	NP_MOD
5	제도개선	제도 개선	NNG+NNG	6	NP
6	방안과	방안 과	NNG+JC	10	NP_CNJ
7	국정원	국정원	NNG	8	NP
8	예산의	예산 의	NNG+JKG	10	NP_MOD
9	민주적	민주 적	NNG+XSN	10	DP
10	통제방안'	통제 방안 '	NNG+NNG+SS	11	NP
11	공청회에서는	공청회 에서 는	NNG+JKB+JX	29	NP_AJT
12	동국대	동국대	NNP	14	NP
13	한희원	한희원	NNG	14	NP
14	교수와	교수 와	NNG+JC	25	NP_CNJ
15	뉴데일리	뉴데일리	NNP	16	NP
16	박성현	박성현	NNP	17	NP
17	주필(여당	주필 ( 여당	NNG+SS+NNG	18	NP
18	추천),	추천 ) ,	NNG+SS+SP	25	NP_CNJ
19	아주대	아주대	NNP	21	NP
20	오동석	오동석	NNP	21	NP
21	교수와	교수 와	NNG+JC	25	NP_CNJ
22	건국대	건국대	NNP	25	NP
23	한상희	한상희	NNP	24	NP
24	교수(야당	교수 ( 야당	NNG+SS+NNG	25	NP
25	추천)가	추천 ) 가	NNG+SS+JKS	29	NP_SBJ
26	각각	각각	MAG	29	AP
27	주제	주제	NNG	28	NP
28	발표자로	발표자 로	NNG+JKB	29	NP_AJT
29	나선다.	나서 ㄴ다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00191_wikitree	한편 고위층 성접대 의혹을 수사하고 있는 경찰청 특수수사과는 건설업자 윤모(51) 씨가 촬영한 동영상 등의 자료를 확보한 것으로 알려졌습니다.
1	한편	한편	MAG	18	AP
2	고위층	고위 층	NNG+XSN	3	NP
3	성접대	성 접대	NNG+NNG	4	NP
4	의혹을	의혹 을	NNG+JKO	5	NP_OBJ
5	수사하고	수사 하 고	NNG+XSV+EC	6	VP
6	있는	있 는	VX+ETM	8	VP_MOD
7	경찰청	경찰청	NNG	8	NP
8	특수수사과는	특수 수사과 는	NNG+NNG+JX	16	NP_SBJ
9	건설업자	건설업자	NNG	11	NP
10	윤모(51)	윤 모 ( 51 )	NNP+NP+SS+SN+SS	11	NP
11	씨가	씨 가	NNB+JKS	12	NP_SBJ
12	촬영한	촬영 하 ㄴ	NNG+XSV+ETM	13	VP_MOD
13	동영상	동영상	NNG	14	NP
14	등의	등 의	NNB+JKG	15	NP_MOD
15	자료를	자료 를	NNG+JKO	16	NP_OBJ
16	확보한	확보 하 ㄴ	NNG+XSV+ETM	17	VP_MOD
17	것으로	것 으로	NNB+JKB	18	NP_AJT
18	알려졌습니다.	알리 어 지 었 습니다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00192_wikitree	T가족포인트는 2∼5인 가족이 SK텔레콤 서비스에 가입하면 단말기 교체나 유료 콘텐츠 구매에 사용할 수 있는 포인트를 제공하는 가족결합 할인 프로그램이다.
1	T가족포인트는	T 가족 포인트 는	SL+NNG+NNG+JX	19	NP_SBJ
2	2∼5인	2 ∼ 5 인	SN+SO+SN+NNG	3	NP
3	가족이	가족 이	NNG+JKS	6	NP_SBJ
4	SK텔레콤	SK 텔레콤	SL+NNP	5	NP
5	서비스에	서비스 에	NNG+JKB	6	NP_AJT
6	가입하면	가입 하 면	NNG+XSV+EC	16	VP
7	단말기	단말기	NNG	8	NP
8	교체나	교체 나	NNG+JC	11	NP_CNJ
9	유료	유료	NNG	10	NP
10	콘텐츠	콘텐츠	NNG	11	NP
11	구매에	구매 에	NNG+JKB	12	NP_AJT
12	사용할	사용 하 ㄹ	NNG+XSV+ETM	13	VP_MOD
13	수	수	NNB	14	NP_SBJ
14	있는	있 는	VV+ETM	15	VP_MOD
15	포인트를	포인트 를	NNG+JKO	16	NP_OBJ
16	제공하는	제공 하 는	NNG+XSV+ETM	19	VP_MOD
17	가족결합	가족 결합	NNG+NNG	18	NP
18	할인	할인	NNG	19	NP
19	프로그램이다.	프로그램 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00193_wikitree	홍진경은 지난 26일 방송된 MBC 예능 토크쇼 '황금어장-라디오스타’에 출연, 지금의 남편을 만나 결혼에 성공하게 된 뒷이야기를 깜짝 공개했다.
1	홍진경은	홍진경 은	NNP+JX	18	NP_SBJ
2	지난	지나 ㄴ	VV+ETM	3	VP_MOD
3	26일	26 일	SN+NNB	4	NP_AJT
4	방송된	방송 되 ㄴ	NNG+XSV+ETM	8	VP_MOD
5	MBC	MBC	SL	7	NP
6	예능	예능	NNG	7	NP
7	토크쇼	토크쇼	NNG	8	NP
8	'황금어장-라디오스타’에	' 황금어장 - 라디오스타 ’ 에	SS+NNP+SS+NNP+SS+JKB	9	NP_AJT
9	출연,	출연 ,	NNG+SP	18	NP
10	지금의	지금 의	NNG+JKG	11	NP_MOD
11	남편을	남편 을	NNG+JKO	12	NP_OBJ
12	만나	만나 아	VV+EC	14	VP
13	결혼에	결혼 에	NNG+JKB	14	NP_AJT
14	성공하게	성공 하 게	NNG+XSV+EC	15	VP
15	된	되 ㄴ	VV+ETM	16	VP_MOD
16	뒷이야기를	뒷이야기 를	NNG+JKO	18	NP_OBJ
17	깜짝	깜짝	MAG	18	AP
18	공개했다.	공개 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

